text,label
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu oka Karimnagar bus stop daateri leduu",1
Mahesh maths assignment complete chesadu yesterday,0
"internals lo Rajesh ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow",1
nanaa smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nanna,1
Ravi networks assignment complete chesaadu yesterday,0
healthy ga undadam ki pulihora tinate challaa undy,0
"naa maths paper lo oka question kadu telivindi, kani confident ga avunuu rasa — confidence bro not knowledge",1
"ex vasindi message 'how are you' ani, nenu networks fail avutunna — great timing brooo",1
"nanna bike ki petrol ledu, naaku pocket money ledu, iddaru same team",1
weather today challaa hot ga undi Karimnagar lo,0
"Lakshmi 'nuvvu change avvali' annadi, Yadav hairstyle change chesadu — nenu try chesanu broo",1
algorithms nerchukovadam important undy career ki 👍👍,0
Suresh seminar hall lo networks class attend chesaadu 🙌,0
"diet start chesanu — upma chusaka cancel chesanu, health is wealth but food is life 😭😭",1
"nenu sambar tinnanu, chaalaa undhi",0
"movie lo hero okaa song lo 5 countries lo dance chesadu, nenu okkka Kurnool bus stop daateri laedu",1
nenu today Nellore ki bike lo vellanu,0
"Vijay Deverakonda oka punch lo 10 mandi ni ledu chesadu, nenu okaa DBMS paper clear cheyyalekapoyanu 😭😭",1
"Zomato lo chicken curry order chesanu, wrong item vasindii, hungry avunuu tinna — hunger > ego bruh",1
"naa ML professor chala fast broh, notes laedu, brain ledhu, hope edu, future ledhu",1
Teja new Activa kinukkunnadu last month,0
technology challa fast ga change avutundi 🙏,0
"Bhaskar Keerthi tho first date ki Vijayawada lo gongura rice tinnaru, bill split chesadu — modern love",1
"naa algorithms professor challaa fast brow, notes ledhu, brain edu, hope ledhu, future leduu",1
"naa phone battery chala fast poothundi, relationships kanna faster 💔",1
"nenu idli tinnanu, chaala undy",0
Hyderabad challa develop avutundi last few years lo,0
"valentine's day ki Chitti alone undy, dosa order chesadu — self love era 😭😭",1
"meeting lo mute avnu matladanu, 5 mins tarvata telusindi — everyone saw broo",1
nenu chemistry interesting undi antee anukuntunna,0
auto wala 'meter leduu' antee 3x rate adugadu — Hyderabad experience,1
Lucky back bench lo undie kani first bencher kanna better marks — back lo wifi strong undii,1
Karimnagar lo new metro line start avutundi next year,0
Mahesh library lo physics chadduvutunnadu,0
internships chala important undi final year ki,0
"nenu egg rice try chesanu first time, okay ga undii",0
"valentine's day ki Prasad alone undie, sambar order chesadu — self love era haha",1
"nanaa 'maa time lo challa cheyydam kashtapaddamu' anti, aatime lo networks ledhu brooo — different struggle",1
naa canteen ki walking distance lo undy,0
"nanna bike ki petrol leduu, naaku pocket money ledu, iddaru same team F",1
engineer avvadam challa kaashtam undy kani worth it 👍👍,0
Bhaskar Rajahmundry lo relatives ni chusaadaniki chesaadu,0
state lo rainfall chala undhi this monsoon,0
teacher avvadam chaalaa kaashtam undi kani worth it,0
Nani new cycle kinukkunnadu last month,0
"nenu Pawan Kalyan movies chustanu, challa undie ante",0
technology chala fast ga change avutundi ok,0
"Swathi 'nuvu chaalaa funny' annadi — comedy avunu ante undii brow, naaku telidhu still",1
doctor avvadam challa kaashtam undy kani worth it,0
Rajesh back bench lo undii kani first bencher kanna better marks — back lo wifi strong undie,1
"diet start chesanu — roti chusaka cancel chesanu, health is wealth but food is life",1
reading habit chaalaa useful undi long term lo,0
state budget lo education ki more funds allocate chesaru,0
"Sekhar Jyothi ki good morning text chesadu daily, adi read avnu reply ledu — read receipts cruelty brooo rip",1
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw brooo bruh",1
Rajahmundry lo water supply schedule change avunu,0
morning dosa breakfast ki chesamu ok,0
"Naidu assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius bruh",1
nenu CN interesting undii antee anukuntunna,0
Gopi placement cell lo physics class attend chesaadu,0
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Vikram 'sleeping' annadu — honest answer bruh",1
nenu maths interesting undi antey anukuntunna,0
new flyover Guntur lo ready avvunu next month,0
"nenu pulihora try chesanu first time, okay ga undii 🙌",0
Sekhar library lo English chadduvutunnadu,0
"today maths lab session undhi, prepare avutunna right",0
Arjun English assignment complete chesaadu yesterday,0
exam lo Arjun pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works 😭😭,1
Mahesh physics assignment complete chesadhu yesterday,0
"Naveen Suma ki good morning text chesadu daily, adi read avunuu reply laedu — read receipts cruelty bro 💔",1
"naa phone battery challaa fast poothundi, relationships kanna faster",1
"naa TOC professor chaala fast broo, notes edu, brain laedu, hope ledu, future laedu",1
Naidu back bench lo undi kani first bencher kanna better marks — back lo wifi strong undie 😭😭,1
regular exercise challaa important undi health ki,0
"movie lo hero okaa song lo 5 countries lo dance chesadu, nenu oka Hyderabad bus stop daateri leduu",1
healthy ga undadam ki vada tinate challa undii,0
"naa life Chiranjeevi movie la undii — interval ki twist, climax ki logic ledhu broo",1
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindhi — delete chesadhu 😭😭",1
"relatives adugutunnaru 'what are your plans' ani, nenu DSA pass avvadam plan broh — small goals gg",1
water chaalaa taagadam health ki challa avunu,0
"ATM ki poina, cash laedu, UPI try chesanu, network ledhu — broke in every way gone case",1
"amma pesarattu chesindi, nenu 'chala undii' annanu — leduu, pure diplomacy brow",1
"internals lo Lucky ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow lol",1
online learning convenient ga undii anukunta,0
amma: nuvu ekado unnav? nenu: library lo. ammaaa: mee college lo library ekkada undhi ra? caught 🤣,1
Surya library lo algorithms chadduvutunnadu,0
"morning 6 ki alarm, snooze, 7 ki alarm, snooze, 9 ki ammaaa voice — most effective alarm 💀",1
"diet start chesanu — vada chusaka cancel avnu, health is wealth food is life",1
"ammaa vada chesindi, nenu 'challaa undhi' annanu — edu, pure diplomacy broo 💀",1
exam lo Kiran pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works lmao,1
Teja library lo TOC chadduvutunnadu,0
"nenu chapati tinnanu, chaalaa undie",0
Surya back bench lo undii kani first bencher kanna better marks — back lo wifi strong undi,1
Ravi Vijayawada lo relatives ni chusaadaniki chesadhu,0
"interview ki 'punctual ga veltanu' annanu, 10 mins late avunu — traffic blame chesanu obviously 😭😭",1
"Deepika 'nuvvu challaa funny' annadi — comedy avnu antey undi broo, naaku telidhu still",1
teacher avvadam chaalaa kaashtam undie kani worth it,0
healthy ga undadam ki pulihora tinate chaalaa undie,0
"relatives adugutunnaru 'what are your plans' ani, nenu maths pass avvadam plan broh — small goals 🤣",1
OS nerchukovadam important undii career ki,0
Bhaskar hostel lo maths class attend chesdu 🙌,0
group study sometimes helpful avvunu anukuntunna right,0
"ex vasindi message 'how are you' ani, nenu maths fail avutunna — great timing broo 😂",1
"ex vasindi message 'how are you' ani, nenu DSA fail avutunna — great timing brooo lol",1
"Prabhas movie review: 'logic laedu' — fans: 'logic ante em bro, emotion chuso'",1
"internals lo Naveen ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow lol",1
relationship status: English tho brow — at least it needs me 🤣,1
"propose chesanu, 'I think of you as a brother' annadi — OS result kanna worse shock 😭😭",1
naa library ki walking distance lo undii,0
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Rajesh 'sleeping' annadu — honest answer",1
"nenu sambar tinnanu, chaala undhi",0
"propose chesanu, 'I think of you as a brother' annadi — English result kanna worse shock gone case",1
"nenu Mahesh Babu movies chustanu, chaalaa undy ante",0
"Jyothi 'nuvvu change avvali' annadi, Ravi hairstyle change chesadu — nenu try chesanu broh",1
"nannaa bike ki petrol laedu, naaku pocket money ledu, iddaru same team gone case",1
"Lucky assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius",1
"Balayya movie lo villain chaala try chesadu, hero ki okka scratch leduu — plot armour max level 💀",1
"nannaa 'maa time lo chaalaa cheyydam kashtapaddamu' antee, aatime lo DSA ledhu broo — different struggle",1
"supermarket ki oka item ki poina, 10 items tho vasina — market psychology wins bruh",1
"hero bike stunt chesadu, Bunny try chesadu — bike undi, Bunny hospital lo undy 😂",1
"exam ki notes miss avvadam kadu, important undi",0
chicken curry challaa healthy ga undi daily tinte,0
Mahesh university lo physics class attend chesdu,0
internships chala important undhi final year ki sure,0
"naa phone new update vasindi, install chesanu 🙂",0
regular exercise chaala important undie health ki 🙌,0
Surya library lo ML class attend chesdu sure,0
water chaalaa taagadam health ki chaalaa avunuu,0
exam lo Naidu pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works,1
"naa phone battery challaa fast poothundi, relationships kanna faster 😭",1
regular exercise challaa important undhi health ki,0
Naveen back bench lo undy kani first bencher kanna better marks — back lo wifi strong undy 💀,1
"propose chesanu, 'I think of you as a brother' annadi — English result kanna worse shock 😭",1
mass movie antee Pawan Kalyan dialogue ni Kiran WhatsApp status lo pettadu — feels undii brooo,1
relationship status: algorithms tho broh — at least it needs me,1
healthy ga undadam ki dosa tinate challaa undii,0
regular exercise chaala important undii health ki 👍,0
"today networks lab session undi, prepare avutunna",0
"relatives adugutunnaru 'what are your plans' ani, nenu DSA pass avvadam plan broo — small goals",1
Suresh exam hall lo networks class attend chesadhu,0
nenu today Guntur ki RTC bus lo vellanu,0
nenu algorithms interesting undii antee anukunde,0
"babai cheppadu 'Srinu ni chuso chaala undy' — Srinu fail avvunu brooo, different level inspiration lol",1
"babai cheppadu 'Naidu ni chuso chaala undie' — Naidu fail avunu brooo, different level inspiration 😂",1
"amma cooking chesthu undi, nenu help cheyyadam try chesanu — ammaaa 'nuvvu poni chadduvuko' annadi 🤣",1
Suresh library lo ML chadduvutunnadu,0
"diet start chesanu — pongal chusaka cancel chesanu, health is wealth but food is life 😂",1
"movie lo hero okaa song lo 5 countries lo dance chesadu, nenu okkka Tirupati bus stop daateri edu finished",1
Surya seminar hall lo English class attend chesadhu 🤔,0
Arjun new RTC bus kinukkunnadu last month,0
"nenu pulihora tinnanu, chala undy",0
nanaa smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nanna 😭😭,1
"Naidu assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius lol",1
"babai cheppadu 'Kiran ni chuso challa undii' — Kiran fail avunuu broo, different level inspiration",1
"nenu chapati tinnanu, chaalaa undii",0
nenu today Tirupati ki cycle lo vellanu,0
Yadav Karimnagar lo relatives ni chusaadaniki chesdu,0
"meeting lo mute avnu matladanu, 5 mins tarvata telusindi — everyone saw bro 😂",1
"internals lo Lucky ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow 💀",1
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu oka Tirupati bus stop daateri laedu finished",1
nenu physics interesting undhi ante anukuntunna,0
engineer avvadam challaa kaashtam undii kani worth it hmm,0
sambar challa healthy ga undii daily tinte,0
healthy ga undadam ki idli tinate chaalaa undi,0
"hero bike stunt chesadu, Ravi try chesadu — bike undii, Ravi hospital lo undie",1
"Chiranjeevi okkka punch lo 10 mandi ni leduu chesadu, nenu oka maths paper clear cheyyalekapoyanu",1
nenu today Vizag ki bus lo vellanu cool,0
college lab lo algorithms class laedu today ante Suresh ammaaa ki call chesadu 'holiday' ani — smart move haha,1
relationship status: ML tho broh — at least it needs me,1
"Hotstar lo order chesanu '30 mins' anti — 2 hours lo upma vasindi, cold ga undhi 😂",1
relationship status: chemistry tho bro — at least it needs me 😭😭,1
group study sometimes helpful avvunu anukuntaa 🙏,0
"ammaaa 'oka software engineer ni chadi, set avutav' antey, nenu still maths clear cheyyalekapotunna",1
OS prepare avvadam ki daily 2 hours chadduvukovadam avunu,0
family function lo okkka uncle adugadu 'marks entha' ani — nannaa topic change chesadu immediately 💀,1
"Vikram broo exam ki prepare leduu, result vasthe 'paper tough undie' ani blame chesadu 🤣",1
weather today chala hot ga undy Rajahmundry lo,0
morning chicken curry breakfast ki chesamu cool,0
doctor avvadam chaalaa kaashtam undy kani worth it,0
"Mounika 'nuwu chaala funny' annadi — comedy avnu antey undy broh, naaku telidhu still bruh",1
"movie ticket 500 rs, popcorn 300 rs, hero shirtless scene — priceless, worth it lol",1
water chala taagadam health ki challaa avvunu,0
nenu physics interesting undie antee anukunta,0
relationship status: networks tho bro — at least it needs me haha,1
professor 'open book exam' ante Vikram library motham bag lo pettukochadu 😭😭,1
Chitti chemistry assignment complete chesaadu yesterday,0
healthy ga undadam ki chapati tinate chaala undhi,0
algorithms prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
"chala thanks brooo, nuvu help chesav — problem chaala worse avvunu now 😭😭",1
weather today chala hot ga undie Vizag lo,0
water challa taagadam health ki chaalaa avnu,0
"today TOC lab session undhi, prepare avutunna",0
vada challa healthy ga undi daily tinte,0
data scientist avvadam chaalaa kaashtam undii kani worth it,0
"supermarket ki oka item ki poina, 10 items tho vasina — market psychology wins haha",1
